Taille_mat;Run_ID;Eff
10000;0;0.27946841294298924
10000;1;0.3030492898913952
10000;2;0.3361909175162187
10000;3;0.3365027829313544
10000;4;0.30178868552412647
20000;0;0.3501707455890723
20000;1;0.33916758544652703
20000;2;0.34545199326221226
20000;3;0.3253569539925965
20000;4;0.25465645695364236
30000;0;0.4368836291913215
30000;1;0.42046317388003035
30000;2;0.4086715867158672
30000;3;0.4649454240134341
30000;4;0.4628081905557877
40000;0;0.4767737830098632
40000;1;0.4532667876588022
40000;2;0.45658135283363804
40000;3;0.4536784741144414
40000;4;0.4531297248261264
50000;0;0.4813030069390902
50000;1;0.484666149068323
50000;2;0.4684217108554277
50000;3;0.4650484231437795
50000;4;0.460814468503937
60000;0;0.4878774989366227
60000;1;0.4768239451257535
60000;2;0.46711464060272856
60000;3;0.4046569059798906
60000;4;0.4638091386979377
70000;0;0.48593327321911634
70000;1;0.47296822889239953
70000;2;0.49759926131117266
70000;3;0.4864596497562737
70000;4;0.4094984802431611
80000;0;0.49569240587109126
80000;1;0.48952260910666456
80000;2;0.4882149591451917
80000;3;0.49403720782318333
80000;4;0.4932528972852834
90000;0;0.49600798403193613
90000;1;0.5040567951318459
90000;2;0.5025278058645096
90000;3;0.4992107906442818
90000;4;0.505521650682941
100000;0;0.5113486408023226
100000;1;0.5152240393564685
100000;2;0.42922020381036774
100000;3;0.4993556701030928
100000;4;0.5141985138004246
110000;0;0.5025217391304347
110000;1;0.5087147887323944
110000;2;0.510933631969822
110000;3;0.49449515116942383
110000;4;0.47188350571584103
120000;0;0.4901823645218112
120000;1;0.5102739726027398
120000;2;0.509394853020351
120000;3;0.4931460439904097
120000;4;0.5166830493665356
130000;0;0.5084368115361506
130000;1;0.5137876947986237
130000;2;0.5158758382442593
130000;3;0.5049980107419932
130000;4;0.5108411308984807
140000;0;0.5195483810767939
140000;1;0.5155555555555555
140000;2;0.4675455537828533
140000;3;0.5174721189591078
140000;4;0.5170396508496611
150000;0;0.5201550387596899
150000;1;0.5125180344564203
150000;2;0.5224048442906575
150000;3;0.5241732488499262
150000;4;0.4397116644823067
160000;0;0.5169775516795866
160000;1;0.5246025893149787
160000;2;0.5206774560832791
160000;3;0.5255068538126898
160000;4;0.5146916954739127
170000;0;0.5234112435074855
170000;1;0.5143747185107341
170000;2;0.5258614074130918
170000;3;0.5276024022174315
170000;4;0.5230916030534352
180000;0;0.5191501662089897
180000;1;0.525799604772012
180000;2;0.5273047563123899
180000;3;0.5227388488685148
180000;4;0.5235388427342953
190000;0;0.44163798635011375
190000;1;0.5192729766803841
190000;2;0.5172508027601285
190000;3;0.5205225163286352
190000;4;0.5268248556119964
200000;0;0.5322634347739229
200000;1;0.5332933013077128
200000;2;0.5379231442223569
200000;3;0.5243718428130946
200000;4;0.5369113992073621
210000;0;0.539240786396106
210000;1;0.5367637805184998
210000;2;0.5381521670557062
210000;3;0.5250353911491352
210000;4;0.5270140862473742
220000;0;0.5248756946475578
220000;1;0.5266934726461611
220000;2;0.5280883997410394
220000;3;0.5236504231105924
220000;4;0.5368403733397152
230000;0;0.5252696932239578
230000;1;0.5167910447761194
230000;2;0.5273734980538162
230000;3;0.529614208021754
230000;4;0.4436153554142545
240000;0;0.5293082918380602
240000;1;0.5319282023388632
240000;2;0.5180643110663771
240000;3;0.5325074870677919
240000;4;0.528336034575905
250000;0;0.5271820771820772
250000;1;0.5335386631716907
250000;2;0.5212953951749218
250000;3;0.5182163042924792
250000;4;0.5295961908726649
260000;0;0.5372609028309104
260000;1;0.531728002423141
260000;2;0.5347243374961925
260000;3;0.5348057882711348
260000;4;0.5315401695599515
270000;0;0.5338156042142059
270000;1;0.5353491089687409
270000;2;0.5347502553377754
270000;3;0.5297008238184708
270000;4;0.5336860498980681
280000;0;0.5289357697075433
280000;1;0.5300064406311819
280000;2;0.5130823015943707
280000;3;0.5361480826507818
280000;4;0.5341841702601197
290000;0;0.534120267260579
290000;1;0.5377853522895457
290000;2;0.5353125
290000;3;0.5354320160750168
290000;4;0.5270769230769231
300000;0;0.5133783058959442
300000;1;0.5368808249913704
300000;2;0.43880483848215546
300000;3;0.5300877604055724
300000;4;0.5259648307054994
310000;0;0.5504501607717042
310000;1;0.5464673334752075
310000;2;0.44839177201927777
310000;3;0.5279296875
310000;4;0.541101230613621
320000;0;0.5374791725931646
320000;1;0.5190436011145559
320000;2;0.5392982384602838
320000;3;0.5282903934491712
320000;4;0.5363675075026361
330000;0;0.5166123346347751
330000;1;0.522594808083132
330000;2;0.5331644628745794
330000;3;0.5267964129720536
330000;4;0.5347963428033276
340000;0;0.5406156559073833
340000;1;0.5390657849470586
340000;2;0.5356261156899237
340000;3;0.5162725142773467
340000;4;0.530009771497294
350000;0;0.5431214953271029
350000;1;0.5460405156537753
350000;2;0.5429591150310188
350000;3;0.5416231732776617
350000;4;0.5412398018105279
360000;0;0.5528733711994654
360000;1;0.5347486535008976
360000;2;0.5223510224124023
360000;3;0.5318839285714285
360000;4;0.5405520670756052
370000;0;0.542146541369321
