Taille_mat;Run_ID;Eff
10000;0;0.08077265642395903
10000;1;0.07216033419534514
10000;2;0.07858535528596187
10000;3;0.0728999196141479
10000;4;0.08875703449963299
20000;0;0.08872944909143352
20000;1;0.09782954364763874
20000;2;0.07573239783357952
20000;3;0.09442142418661756
20000;4;0.10086065573770492
30000;0;0.15581035453010691
30000;1;0.12528280542986425
30000;2;0.12840579710144928
30000;3;0.13557350960949932
30000;4;0.140867463749682
40000;0;0.12621073022824897
40000;1;0.13195667488552307
40000;2;0.15369230769230768
40000;3;0.12458430329231793
40000;4;0.15456420835482207
50000;0;0.15245441224356887
50000;1;0.15150473262681013
50000;2;0.14873719323326184
50000;3;0.16036564480219215
50000;4;0.16815569722546467
60000;0;0.16907429245283018
60000;1;0.16477517598046257
60000;2;0.17006449699755355
60000;3;0.17682879827333692
60000;4;0.17427638076426347
70000;0;0.1789770840252408
70000;1;0.1696574738697897
70000;2;0.17208455741474007
70000;3;0.1742659423101798
70000;4;0.17387236239272116
80000;0;0.1704614034125199
80000;1;0.18160032731311007
80000;2;0.17381818181818182
80000;3;0.19337773075247403
80000;4;0.16023723568849924
90000;0;0.1775634155055377
90000;1;0.18355933097662638
90000;2;0.17033047735618115
90000;3;0.17510569760418765
90000;4;0.17813620071684588
100000;0;0.1888861808432854
100000;1;0.18885856321278877
100000;2;0.17299879458904416
100000;3;0.17542668296437142
100000;4;0.17576884695636397
110000;0;0.17841559296916806
110000;1;0.19341559194966307
110000;2;0.19877321715202936
110000;3;0.1894836932762088
110000;4;0.192761841227485
120000;0;0.21895538276404702
120000;1;0.1918156753030856
120000;2;0.17704240110774297
120000;3;0.18551960784313726
120000;4;0.1892602816450632
130000;0;0.1923783722340103
130000;1;0.19765834858099426
130000;2;0.19709821428571428
130000;3;0.1793764352587882
130000;4;0.1978431983789892
140000;0;0.21650206081343806
140000;1;0.22322001282873638
140000;2;0.19338033549821138
140000;3;0.19892108177628523
140000;4;0.19315225309605577
150000;0;0.19686399791367845
150000;1;0.19688325237179277
150000;2;0.20799035646633374
150000;3;0.19705028224622312
150000;4;0.19674214041374816
160000;0;0.2089779997388693
160000;1;0.20040222869126992
160000;2;0.20199558289951097
160000;3;0.21010271724862167
160000;4;0.20526611093299135
170000;0;0.20468665989605114
170000;1;0.2092174762617165
170000;2;0.21691991136435582
170000;3;0.2191187286157388
170000;4;0.21996982537236776
180000;0;0.19587741302213982
180000;1;0.21483253588516746
