Taille_mat;Run_ID;Acc
10000;0;0.32309062569583613
10000;1;0.28864133678138054
10000;2;0.3143414211438475
10000;3;0.2915996784565916
10000;4;0.35502813799853195
20000;0;0.35491779636573406
20000;1;0.39131817459055496
20000;2;0.30292959133431807
20000;3;0.37768569674647023
20000;4;0.4034426229508197
30000;0;0.6232414181204277
30000;1;0.501131221719457
30000;2;0.5136231884057971
30000;3;0.5422940384379973
30000;4;0.563469854998728
40000;0;0.5048429209129959
40000;1;0.5278266995420923
40000;2;0.6147692307692307
40000;3;0.4983372131692717
40000;4;0.6182568334192883
50000;0;0.6098176489742755
50000;1;0.6060189305072405
50000;2;0.5949487729330474
50000;3;0.6414625792087686
50000;4;0.6726227889018587
60000;0;0.6762971698113207
60000;1;0.6591007039218503
60000;2;0.6802579879902142
60000;3;0.7073151930933477
60000;4;0.6971055230570539
70000;0;0.7159083361009632
70000;1;0.6786298954791588
70000;2;0.6883382296589603
70000;3;0.6970637692407192
70000;4;0.6954894495708847
80000;0;0.6818456136500796
80000;1;0.7264013092524403
80000;2;0.6952727272727273
80000;3;0.7735109230098961
80000;4;0.6409489427539969
90000;0;0.7102536620221508
90000;1;0.7342373239065055
90000;2;0.6813219094247246
90000;3;0.7004227904167506
90000;4;0.7125448028673835
100000;0;0.7555447233731416
100000;1;0.7554342528511551
100000;2;0.6919951783561766
100000;3;0.7017067318574857
100000;4;0.7030753878254559
110000;0;0.7136623718766723
110000;1;0.7736623677986523
110000;2;0.7950928686081175
110000;3;0.7579347731048351
110000;4;0.77104736490994
120000;0;0.8758215310561881
120000;1;0.7672627012123424
120000;2;0.7081696044309719
120000;3;0.742078431372549
120000;4;0.7570411265802528
130000;0;0.7695134889360412
130000;1;0.7906333943239771
130000;2;0.7883928571428571
130000;3;0.7175057410351529
130000;4;0.7913727935159568
140000;0;0.8660082432537523
140000;1;0.8928800513149455
140000;2;0.7735213419928455
140000;3;0.7956843271051409
140000;4;0.7726090123842231
150000;0;0.7874559916547138
150000;1;0.7875330094871711
150000;2;0.831961425865335
150000;3;0.7882011289848925
150000;4;0.7869685616549926
160000;0;0.8359119989554772
160000;1;0.8016089147650797
160000;2;0.8079823315980439
160000;3;0.8404108689944867
160000;4;0.8210644437319654
170000;0;0.8187466395842046
170000;1;0.836869905046866
170000;2;0.8676796454574233
170000;3;0.8764749144629552
170000;4;0.879879301489471
180000;0;0.7835096520885593
180000;1;0.8593301435406698
180000;2;0.8608231981307292
180000;3;0.8260557104665536
180000;4;0.816224507186275
190000;0;0.8204822541316716
190000;1;0.851702899569705
190000;2;0.8548282383492816
190000;3;0.8280425450468926
190000;4;0.806218885605516
200000;0;0.7957588730150829
200000;1;0.835716339493426
200000;2;0.808373998128998
200000;3;0.795145365465443
200000;4;0.8202996715927751
210000;0;0.8128111674885061
210000;1;0.8148493098342647
210000;2;0.8444119976242328
210000;3;0.8222918423906495
210000;4;0.8036980332116358
220000;0;0.8343251662094937
220000;1;0.8358407079646017
220000;2;0.8542018706713949
220000;3;0.840400871051584
220000;4;0.808683700599342
230000;0;0.8205696480294918
230000;1;0.8590824507799398
230000;2;0.8771785789683564
230000;3;0.8351572270859389
230000;4;0.8934416437701589
240000;0;0.7981147858731357
240000;1;0.8304073704544972
240000;2;0.8413377782557264
240000;3;0.8230863106510121
240000;4;0.8447352509285653
250000;0;0.8715450983750455
250000;1;0.876121812116647
250000;2;0.8478745339803803
250000;3;0.8464641423907845
250000;4;0.8785040678478172
260000;0;0.8261824456820143
260000;1;0.8504299382342255
260000;2;0.8493327420070153
260000;3;0.8641929727401391
260000;4;0.8278382520532872
270000;0;0.8510061919504643
270000;1;0.8205530057091682
270000;2;0.8323555017222454
270000;3;0.8322294970291034
270000;4;0.8517643413254832
280000;0;0.8627674910602288
280000;1;0.8742411595082714
280000;2;0.8889124647968828
280000;3;0.8999707059857436
280000;4;0.8362913763066202
290000;0;0.8759268052156762
290000;1;0.8499583562226436
290000;2;0.896154852210306
290000;3;0.8686297946321851
290000;4;0.8740432976164444
300000;0;0.8597958090763038
300000;1;0.8602564988938053
300000;2;0.8710208081762657
300000;3;0.8452524497732792
300000;4;0.9693257507887664
310000;0;0.8723501834488382
310000;1;0.8314634027878964
310000;2;0.851889327538732
310000;3;0.88846792609508
310000;4;0.8575364424184742
320000;0;0.8543766149870801
320000;1;0.8643574871334041
