Taille_mat;Run_ID;Acc
10000;0;0.29248135456561175
10000;1;0.3592473384501114
10000;2;0.35099177552007743
10000;3;0.3129853321829163
10000;4;0.32323457340164846
10000;5;0.3034929930976783
10000;6;0.32962289868241706
10000;7;0.2832877782116361
10000;8;0.31605314746242646
10000;9;0.2849008442960927
10000;10;0.3771770210553678
10000;11;0.3770790020790021
10000;12;0.3119759191571705
10000;13;0.2980078044773054
10000;14;0.28608044164037855
10000;15;0.27439485627836613
10000;16;0.3622066899650524
10000;17;0.3234507356219349
10000;18;0.2960016319869441
10000;19;0.28869876641464387
20000;0;0.34967320261437906
20000;1;0.3525282910757771
20000;2;0.3873760428144184
20000;3;0.40496955734737533
20000;4;0.4214762801849632
20000;5;0.4277024678484532
20000;6;0.35791157649796396
20000;7;0.350769669327252
20000;8;0.36122119477469544
20000;9;0.34789369522193947
20000;10;0.37091183119819143
20000;11;0.39445423946145214
20000;12;0.3741258741258741
20000;13;0.41382209517403734
20000;14;0.36122119477469544
20000;15;0.38537425618540555
20000;16;0.4774005819592628
20000;17;0.31342333163525216
20000;18;0.44704813805631244
20000;19;0.3816687344913151
30000;0;0.6290826469752911
30000;1;0.5618975139523085
30000;2;0.6194071588366891
30000;3;0.5509950248756219
30000;4;0.6194937770941127
30000;5;0.5461045364891519
30000;6;0.4959695476936856
30000;7;0.5933565496919367
30000;8;0.6392496392496393
30000;9;0.5656281920326864
30000;10;0.5704352304918877
30000;11;0.4482898198745193
30000;12;0.5448284343869143
30000;13;0.5543043043043043
30000;14;0.5108983969553684
30000;15;0.549695992058568
30000;16;0.4591149341900715
30000;17;0.5538884721180295
30000;18;0.4938684503901895
30000;19;0.5499689633767846
40000;0;0.6333474218089603
40000;1;0.5800832284912416
40000;2;0.5934653465346534
40000;3;0.5926438599960451
40000;4;0.5879929370217775
40000;5;0.6429950654366016
40000;6;0.5754055870212154
40000;7;0.5483989021043001
40000;8;0.5797465905793597
40000;9;0.5571667596207474
40000;10;0.5588811188811189
40000;11;0.6484205971440935
40000;12;0.5435748617030924
40000;13;0.585294404843277
40000;14;0.5655784110209473
40000;15;0.6590434304562947
40000;16;0.5365198711063373
40000;17;0.5511724137931034
40000;18;0.5336538461538461
40000;19;0.5741379310344827
50000;0;0.5880829015544041
50000;1;0.6142681426814268
50000;2;0.6142681426814268
50000;3;0.610115654015312
50000;4;0.5745953823732454
50000;5;0.5800232288037166
50000;6;0.6555526384877921
50000;7;0.6903511197124689
50000;8;0.6508819184985664
50000;9;0.6149236578558529
50000;10;0.6466119982736297
50000;11;0.600144207659029
50000;12;0.6052355174921225
50000;13;0.575168918918919
50000;14;0.5825491873396065
50000;15;0.5560008906702294
50000;16;0.5805176689398636
50000;17;0.5478279947345327
50000;18;0.5921271045767132
50000;19;0.5851886571361612
60000;0;0.6246851385390428
60000;1;0.6069585924064029
60000;2;0.6885270503489157
60000;3;0.6373992775771048
60000;4;0.6326530612244898
60000;5;0.6349733582451041
60000;6;0.6971584865521957
60000;7;0.6576363506056045
60000;8;0.6248127468337192
60000;9;0.6572124337487466
60000;10;0.6101063829787234
60000;11;0.6315209910529938
60000;12;0.6375321336760925
60000;13;0.6745570829963978
60000;14;0.6844185873051392
60000;15;0.6054767403497195
60000;16;0.6420824295010846
60000;17;0.6670058879116086
60000;18;0.633876761536336
60000;19;0.7082432849644952
70000;0;0.6696905679135081
70000;1;0.6324746200340355
70000;2;0.6105823702696578
70000;3;0.6568346639039552
70000;4;0.6672857850421
70000;5;0.6185720844811754
70000;6;0.6550781012581293
70000;7;0.664939231291258
70000;8;0.6150422278018717
70000;9;0.6366213821618428
70000;10;0.6534497392991391
70000;11;0.6571550515212488
70000;12;0.742235383238069
70000;13;0.6217479088549178
70000;14;0.6575559758404003
70000;15;0.6948617110437754
70000;16;0.6556758729772478
70000;17;0.6868030331995157
70000;18;0.692718041005206
70000;19;0.6577566215061638
80000;0;0.7071005917159763
80000;1;0.7550884014824716
80000;2;0.7581284694686756
80000;3;0.6958566629339306
80000;4;0.6804270462633452
80000;5;0.7103337905807041
80000;6;0.7197127634931666
80000;7;0.7052948186822541
80000;8;0.6643857585801347
80000;9;0.6485414601054115
80000;10;0.6769800631877111
80000;11;0.75637514454385
80000;12;0.6966367713004484
80000;13;0.7242002214323174
80000;14;0.7318337062772348
80000;15;0.7279756326148079
80000;16;0.7288294628196106
80000;17;0.689410328951018
80000;18;0.6855314689172045
80000;19;0.6848892317866196
90000;0;0.643187280458495
90000;1;0.6659966499162479
90000;2;0.6866334435288893
90000;3;0.67959173707086
90000;4;0.7150711679769796
90000;5;0.7068983033627959
90000;6;0.7427412467976089
90000;7;0.6844383238245131
90000;8;0.6962874011808265
90000;9;0.6979286824815688
90000;10;0.6957304269573042
90000;11;0.7119251035964598
90000;12;0.7080492520606493
90000;13;0.7214474570999015
90000;14;0.668652700365174
90000;15;0.7231344834753689
90000;16;0.7164701642382743
90000;17;0.6709416132298346
90000;18;0.6777382749719963
90000;19;0.7032189600282985
100000;0;0.7290343822021542
100000;1;0.7500241943288494
100000;2;0.7351197533791796
100000;3;0.6821582607164862
100000;4;0.7660373628546011
100000;5;0.7197251114413076
100000;6;0.7153405944249585
100000;7;0.7393274505127594
100000;8;0.7117927994121969
100000;9;0.706021681698096
100000;10;0.6703862289693352
100000;11;0.6752341537791331
100000;12;0.7255535271263399
100000;13;0.7322719327254689
100000;14;0.6812887345611182
100000;15;0.6993953614294739
100000;16;0.6800333435703945
100000;17;0.7486837656378302
100000;18;0.6868131868131868
100000;19;0.7245699326851159
110000;0;0.732538978324249
110000;1;0.749319272161473
110000;2;0.753095000217193
110000;3;0.7768865388062377
110000;4;0.7617645766509952
110000;5;0.7907772304324029
110000;6;0.7453247925712566
110000;7;0.7398540519779798
110000;8;0.7603280413998772
110000;9;0.7212930604093859
110000;10;0.7837349125265585
110000;11;0.7751151249608799
110000;12;0.715813377374071
110000;13;0.7770258157045536
110000;14;0.8240410665906174
110000;15;0.6976659959758551
110000;16;0.7711502535361623
110000;17;0.6887688212625641
110000;18;0.7475422559503277
110000;19;0.7506494631104953
120000;0;0.7076134918854237
120000;1;0.7498712106201704
120000;2;0.7166717164066051
120000;3;0.7392952023753712
120000;4;0.7363035019455253
120000;5;0.7090186968413953
120000;6;0.7237989596083231
120000;7;0.7990794307672818
120000;8;0.7571925893321596
120000;9;0.7398154664164517
120000;10;0.7432151133105533
120000;11;0.7491883759600918
120000;12;0.7385450003902896
120000;13;0.764071711216991
120000;14;0.5769207317073171
120000;15;0.7237989596083231
120000;16;0.7965901915386234
120000;17;0.7698222204141411
120000;18;0.7122210094471
120000;19;0.6980338632926334
130000;0;0.7248037116345467
130000;1;0.6974484013874103
130000;2;0.7339452856781468
130000;3;0.7495755517826825
130000;4;0.7402587935119374
130000;5;0.7492989964580874
130000;6;0.7645309441349194
130000;7;0.7543924817057316
130000;8;0.7386971229040119
130000;9;0.7555993749534936
130000;10;0.7316712901250135
130000;11;0.7363135378145167
130000;12;0.7172523397492495
130000;13;0.782469659025236
130000;14;0.6866019811352649
130000;15;0.712921683574964
130000;16;0.7523523746017634
130000;17;0.6941823899371069
130000;18;0.7568947525342874
130000;19;0.7367676401233448
140000;0;0.7686361126449476
140000;1;0.7944355270197967
140000;2;0.7388780147961385
140000;3;0.7887244139103335
140000;4;0.7303731881681642
140000;5;0.734976734976735
140000;6;0.7649927869753383
140000;7;0.7898992764931196
140000;8;0.7597216537044618
140000;9;0.7815559532582377
140000;10;0.7856084656084656
140000;11;0.7380944490472245
140000;12;0.7516198704103672
140000;13;0.792400469633899
140000;14;0.7711377328439859
140000;15;0.7786323591106139
140000;16;0.7347827521361882
140000;17;0.7913587265491757
140000;18;0.7920341394025604
140000;19;0.767259198015709
150000;0;0.7292157217895309
150000;1;0.826722338204593
150000;2;0.7561273359000845
150000;3;0.8001059918518764
150000;4;0.783675058396055
150000;5;0.7822032251797163
150000;6;0.7586206896551724
150000;7;0.7651325583605207
150000;8;0.7317117499166995
150000;9;0.7718311659264466
150000;10;0.8046099527013524
150000;11;0.7670763075164333
150000;12;0.7283801712700518
150000;13;0.7698632756477675
150000;14;0.7655933062880325
150000;15;0.7925456871944617
150000;16;0.7959405581732512
150000;17;0.7446821628953696
150000;18;0.763246864039938
150000;19;0.7497439399112324
160000;0;0.8382651391162029
160000;1;0.8206434660001282
160000;2;0.8018348049345607
160000;3;0.75234290079027
160000;4;0.8357210455895311
160000;5;0.7728685679794779
160000;6;0.7732185990338164
160000;7;0.7773494414764449
160000;8;0.8390066507224061
160000;9;0.8071419566313666
160000;10;0.7958295782964044
160000;11;0.7822886119257088
160000;12;0.8020859433725883
160000;13;0.8161450697941233
160000;14;0.8014834752128193
160000;15;0.7844212331914111
160000;16;0.7841090018371096
160000;17;0.8253778966706417
160000;18;0.8977424104325878
160000;19;0.7993070944786042
170000;0;0.8249067051883954
170000;1;0.7824274948618406
170000;2;0.8201430238472817
170000;3;0.818013608690462
170000;4;0.793044585250123
170000;5;0.7906882824669705
170000;6;0.8015322981548089
170000;7;0.7988226036779064
170000;8;0.8710989639611009
170000;9;0.7864459300490632
170000;10;0.7970803768756543
170000;11;0.842114965129497
170000;12;0.8381494052533407
170000;13;0.7610083846965406
170000;14;0.8135462424314377
170000;15;0.8111387310606061
170000;16;0.781379172724422
170000;17;0.8317654912908903
170000;18;0.8287727149033955
170000;19;0.841882179495055
180000;0;0.8296570042730107
180000;1;0.813774354327141
180000;2;0.8420065635255509
180000;3;0.8326620497812292
180000;4;0.9165018817375773
180000;5;0.8028609745194457
180000;6;0.8865578625859994
180000;7;0.8795298726738492
180000;8;0.8462965689883669
180000;9;0.8300404390525707
180000;10;0.8264120556769815
180000;11;0.9042733966895337
